,country,description,points,price,province,taster_name,taster_twitter_handle,title,variety,winery
43463,US,"Should you be looking for a bright, low alcohol, fully dry, sappy, sassy and affordable Oregon Chardonnay, here it is. All stainless steel fermented and aged, it layers in lemon, grapefruit and apple, backed with ample crisp acidity.",90,25.0,Oregon,Paul Gregutt,@paulgwine ,Stoller 2016 Chardonnay (Dundee Hills),Chardonnay,Stoller
43464,US,"This wine is a blend of Cabernet Sauvignon, Merlot, Malbec, Cabernet Franc and Petit Verdot. There's freshness to the fruit, with aromas of cherry and raspberry kissed by herb, clove and spice. The flavors are lush and palate-coating, with the tannins bringing a touch of astringency that hopefully will settle out with additional time in the bottle.",90,50.0,Washington,Sean P. Sullivan,@wawinereport,Swiftwater Cellars 2014 Proprietary Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Swiftwater Cellars
43465,Georgia,"A bouquet of cherry, white chocolate and juniper berry sets the stage for flavors of raspberry, blackberry, blueberry pie and baking spices. It is smooth in the mouth, with a sense of soft sweetness that is neither overpowering nor cloying, bolstered by a pervasive backbone of acidity.",90,20.0,Georgia,Mike DeSimone,@worldwineguys,Teliani Valley 2015 Semi-Sweet Khvanchkara Red (Georgia),Red Blend,Teliani Valley
43466,US,"This broad-textured, complex and indulgent Rhône-style blend has cedar, cola and blackberry aromas and concentrated fruit, earth and spice flavors. Milk chocolate richness emerges on the midpalate and plays through the finish.",90,35.0,California,Jim Gordon,@gordone_cellars,Terra d'Oro 2013 No 735 Red (Amador County),Red Blend,Terra d'Oro
43467,US,"Rich with gooey marshmallow, crème brûlée and cotton candy aromas, this is an unabashed classic California Chardonnay from Austin Hope. Unctuous marzipan and sea salt caramel flavors make for a creamy mouthfeel, and yet firm acidity leaves the midpalate feeling clean, allowing butterscotch tones to linger on the finish.",90,24.0,California,Matt Kettmann,@mattkettmann,Treana 2015 Chardonnay (Central Coast),Chardonnay,Treana
43468,US,"Clean apple fruit with some yellow plum as well, this carries a whisper of citrus. It's a sleek elegant wine, that won't overpower you, nor obscure the flavors of more delicate foods such as prawns or whitefish.",90,36.0,Oregon,Paul Gregutt,@paulgwine ,Trisaetum 2015 Chardonnay (Willamette Valley),Chardonnay,Trisaetum
43469,Chile,"Classic Carmenère aromas of leafy black fruits come with notes of herbal bath soap, tobacco and cigar box. A full fleshy palate is plump rather than tight or tough. Blackened peppery black-fruit flavors finish chocolaty and slightly herbal.",90,25.0,Peumo,Michael Schachner,@wineschach,Valdivieso 2012 Single Vineyard Carmenère (Peumo),Carmenère,Valdivieso
43470,Spain,"Schist, cola, cassis, berry and tobacco aroma cover all the bases in this wine. It's grippy and chewy but complete. Dark, earthy mulled berry flavors precede a tannic, pulpy finish with lasting plum and cassis notes. Drink through 2021.",90,27.0,Catalonia,Michael Schachner,@wineschach,Vall Llach 2014 Embruix Red (Priorat),Red Blend,Vall Llach
43471,Turkey,"Offering aromas of black cherry and vanilla, this wine is soft on entry, with flavors of black cherry, raspberry, chocolate and anise. It is round on the palate, with smooth tannins and a light vein of brightness on the finish.",90,27.0,Ankara,Mike DeSimone,@worldwineguys,Vinkara 2013 Reserve Kalecik Karasi (Ankara),Kalecik Karasi,Vinkara
43474,US,"This lovely, full-bodied white offers generous caramel apple and baked pear flavors cradled in toasted oak that brings nutmeg and vanilla aspects. The rich roundness finds refreshment on the finish in stony acidity.",90,65.0,California,Virginie Boone,@vboone,Williams Selyem 2015 Olivet Lane Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
43475,Portugal,The wine reveals a serious side to Castelão that is not often shown. Its wood aging and structured character give the wine longevity as well as solid fruits and concentrated tannins. Lightness comes in the form of the acidity and the juicy black fruits. Drink from 2019.,90,18.0,Península de Setúbal,Roger Voss,@vossroger,Wines & Winemakers 2014 Pegos Claros Reserva Castelão (Península de Setúbal),Castelão,Wines & Winemakers
43476,France,"Lime and lemon zest are joined by aromatic citrus foliage on the nose. The palate replays these sprightly refreshing notes and lets them ripple across the slender palate. This is light, dry and will put a spring in your step with its citrus liveliness.",90,18.0,Alsace,Anne Krebiehl MW,@AnneInVino,Wolfberger 2016 Riesling (Alsace),Riesling,Wolfberger
43495,US,"This wine brings aromas of blackberry, dates and spice. The palate displays abundant cherry flavors with lightly chalky tannins.",90,45.0,Washington,Sean P. Sullivan,@wawinereport,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Va Piano
43496,US,"Syrupy thick at first, decadent enough for a king, this rich red is defined by vanilla French toast and blackberry jam aromas and flavors. It finds balance midway through on the palate, veering into crisper red tones of cranberry and rhubarb. Time will help mellow things out. Cellar through 2020.",90,80.0,California,Virginie Boone,@vboone,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
43498,US,"This is a full-bodied and full-flavored wine with rich and deep aromas, ripe fruit flavors and a texture that feels substantial but polished. It starts with black cherry and woodsy aromas, then goes to lively but broad cherry, plum and nutmeg notes. The finish stays flavorful and dry.",90,44.0,California,Jim Gordon,@gordone_cellars,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,The Withers Winery
43499,US,"From a knoll in Carneros, oft thought of as chilly for Cabernet, this wine exhibits cooler aspects of the variety, from pencil lead and cedar to dried herb. It is complemented by fruitier characteristics of cassis and plum, finishing in dusty, structured tannins. Cellar through 2017–2020.",90,38.0,California,Virginie Boone,@vboone,Truchard 2012 Estate Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Truchard
43504,US,"Livelier than usual in texture and popping with bright citrus aromas and flavors, this light-bodied and barrel-fermented wine is a great palate-cleanser and will pair beautifully with dishes like raw oysters and herbed goat cheese. It smells and tastes like lemon, lime, green apple and kiwi, and has great balance.",90,15.0,California,Jim Gordon,@gordone_cellars,Monte Volpe 2013 Pinot Grigio (Mendocino),Pinot Grigio,Monte Volpe
43505,Italy,"Aromas of red berry, rose and cake spices lead the way on this ripe, forward Barolo. The round palate offers black cherry, raspberry, licorice and white pepper alongside polished tannins. It's already extremely accessible, so don't leave it in the cellar for too long. Drink 2016–2021.",90,65.0,Piedmont,Kerin O’Keefe,@kerinokeefe,Palladino 2011 Ornato  (Barolo),Nebbiolo,Palladino
43506,US,"Ripe black cherry and vanilla swirl around notes of cedar and dusty tannins, combining seamlessly on the palate. From an appellation not known for the variety, it does justice to mountain fruit and power, finishing with substance.",90,65.0,California,Virginie Boone,@vboone,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),Cabernet Sauvignon,Paradise Ridge
43550,France,"Light and bright, this fruity wine has a more bitter element that gives a sharper character that will hopefully round out. At the back, plenty of acidity leaves a crisp aftertaste.",84,25.0,Burgundy,Roger Voss,@vossroger,Domaine Saumaize-Michelin 2013  Mâcon-Villages,Chardonnay,Domaine Saumaize-Michelin
43553,France,"This simple wine has some attractive citrus fruit. It is light, bright with plenty of acidity to keep it all fresh. It should be drunk now.",84,22.0,Burgundy,Roger Voss,@vossroger,Georges Duboeuf 2013 Domaine des Chènevières  (Mâcon-Villages),Chardonnay,Georges Duboeuf
43569,Portugal,"This is a sweet sparkling wine that's based around the red grapes of Vinho Verde. It is light and fruity, surrounded by a ripe strawberry flavor and attractive acidity. Drink now.",84,11.0,Vinho Verde,Roger Voss,@vossroger,Aveleda NV Casal Garcia Rosé Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda
43663,New Zealand,"Alluring notes of Asian five spice and wet stone frame ripe cherry aromas in this medium-bodied wine. The texture is firm, becoming faintly dusty on the finish, but the wine is approachable now for its cherry fruit and appealing damp clay quality. Drink now–2018.",91,50.0,Central Otago,Joe Czerwinski,@JoeCz,Akarua 2012 Bannockburn Pinot Noir (Central Otago),Pinot Noir,Akarua
43664,Argentina,"Sweet oak and vanilla aromas are front and center on a jammy bouquet that also features black plum and blackberry scents. This blend of Malbec, Petit Verdot and Tannat feels full, lifted and balanced. Ripe, enticing flavors of wild berry and cassis are backed by toast, chocolate, vanilla and coconut notes as well as heat and burn. Drink through 2019.",91,28.0,Mendoza Province,Michael Schachner,@wineschach,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),Red Blend,Benvenuto de la Serna
43665,US,"This wine combines fruit from both cool and warm sites, which in the vintage might have both leaned on the warmer side. Black fruit and licorice give it a burly character at first. Decanting or letting the wine open in the glass will help, but still it retains smooth, velvety tannins and resolved oak.",91,32.0,California,Virginie Boone,@vboone,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),Pinot Noir,Friedeman
43666,Argentina,"Intriguing aromas of lavender, hoja santa and green tobacco blend nicely with blackberry and blueberry scents. This top-flight Bonarda feels lush and only moderately tannic. Blackberry, leather and mild briny flavors finish minty and lightly herbal. Drink now.",91,30.0,Mendoza Province,Michael Schachner,@wineschach,El Enemigo 2012 Bonarda (Mendoza),Bonarda,El Enemigo
43667,New Zealand,"Even Carrick's entry-level wine has turned out well in 2013, offering a sturdy, robust mouthful of dark fruit. Plum, espresso and dark chocolate mingle on the nose and palate, while the finish is long, faintly dusty and mouthwatering. Drink 2017–2025.",91,30.0,Central Otago,Joe Czerwinski,@JoeCz,Carrick 2013 Unravelled Pinot Noir (Central Otago),Pinot Noir,Carrick
43668,France,"Always released after a further year's aging, this rich and full-bodied wine is now at its peak. With a dense texture, layers of spice and vanilla as well as intense red fruits, this powerful wine expresses the more complex side of Provence rosé. Drink now.",91,65.0,Provence,Roger Voss,@vossroger,Château d'Esclans 2013 Les Clans Rosé (Côtes de Provence),Rosé,Château d'Esclans
43669,France,"Produced by the owners of Châteauneuf-du-Pape estate Château Mont-Redon, this is a full and fruity wine. It has a good balance between acidity and red berry fruits that give a rich character. Packed with flavor, it's ready to drink.",91,17.0,Provence,Roger Voss,@vossroger,Château Riotor 2014 Rosé (Côtes de Provence),Rosé,Château Riotor
43671,France,"This rich and impressive wine has structure and a firm texture, partly from the Cabernet Sauvignon in the blend (45% Grenache, 35% Syrah, 20% Cabernet Sauvignon). It is dense and full of juicy red fruits, caramel and delicious spice. Production is only 2,500 cases. It would be worth aging for a few more months, so drink from late 2015.",91,20.0,Provence,Roger Voss,@vossroger,Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence),Rosé,Château Vignelaure
43672,New Zealand,"Classic gooseberry and pink grapefruit notes feature gentle herbal nuances on the nose. There's ample weight and texture on the palate, with a burst of mouthwatering citrus on the finish.",91,28.0,Marlborough,Joe Czerwinski,@JoeCz,Cloudy Bay 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Cloudy Bay
43673,France,"Very fruity and fresh, this wine has crisp apples as well as red fruit giving it a bright, delicious feeling. The acidity goes right through the wine, giving a beautifully fresh feel that points up the fragrant raspberries. Vineyards are in the heart of the sandy soils of the Saint Tropez peninsula.",91,20.0,Provence,Roger Voss,@vossroger,Domaine de la Bastide Blanche 2014 TwoB Rosé (Côtes de Provence),Rosé,Domaine de la Bastide Blanche
43674,France,"Rounded and soft, this rich rosé is fruity while also perfumed. The blending of Syrah in the mix gives the wine a sense of power and concentration, making it an adquate partner at the dinner table.",91,20.0,Provence,Roger Voss,@vossroger,Domaine du Grand Cros 2014 L'Esprit de Provence Rosé (Côtes de Provence),Rosé,Domaine du Grand Cros
43675,France,"This wine is full in the mouth with a taste between pepper and fruit. It's ripe, rounded and tangy with clementine zest as well crisp apples and red currants. It could benefit from a few months in bottle, so drink from late 2015.",91,25.0,Provence,Roger Voss,@vossroger,Domaine Sainte-Marie 2014 VieVité Extraordinaire Rosé (Côtes de Provence),Rosé,Domaine Sainte-Marie
43676,US,"Only the second vintage of this vineyard-designate wine from an estate property, this bottling offers spicy cherry, black tea and dried herb, backed by oaky backbone and structure. Dark chocolate and leather play on the palate in subtle waves, hitting their strides on the finish. Cellar through 2020.",91,38.0,California,Virginie Boone,@vboone,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
